Week,30_yr_FRM,15_yr_FRM
20/01/2022,3.56,2.79
27/01/2022,3.55,2.80
03/02/2022,3.55,2.77
10/02/2022,3.69,2.93
17/02/2022,3.92,3.15
24/02/2022,3.89,3.14
03/03/2022,3.76,3.01
10/03/2022,3.85,3.09
17/03/2022,4.16,3.39
24/03/2022,4.42,3.63
31/03/2022,4.67,3.83
07/04/2022,4.72,3.91
14/04/2022,5.00,4.17
21/04/2022,5.11,4.38
28/04/2022,5.10,4.40
05/05/2022,5.27,4.52
12/05/2022,5.30,4.48
19/05/2022,5.25,4.43
26/05/2022,5.10,4.31
02/06/2022,5.09,4.32
09/06/2022,5.23,4.38
16/06/2022,5.78,4.81
23/06/2022,5.81,4.92
30/06/2022,5.70,4.83
07/07/2022,5.30,4.45
14/07/2022,5.51,4.67
21/07/2022,5.54,4.75
28/07/2022,5.30,4.58
04/08/2022,4.99,4.26
11/08/2022,5.22,4.59
18/08/2022,5.13,4.55
25/08/2022,5.55,4.85
01/09/2022,5.66,4.98
08/09/2022,5.89,5.16
15/09/2022,6.02,5.21
22/09/2022,6.29,5.44
29/09/2022,6.70,5.96
06/10/2022,6.66,5.90
13/10/2022,6.92,6.09
20/10/2022,6.94,6.23
27/10/2022,7.08,6.36
03/11/2022,6.95,6.29
10/11/2022,7.08,6.38
11/17/2022,6.61,5.98
11/23/2022,6.58,5.90
12/1/2022,6.49,5.76
12/8/2022,6.33,5.67
12/15/2022,6.31,5.54
12/22/2022,6.27,5.69
12/29/2022,6.42,5.68
1/5/2023,6.48,5.73
1/12/2023,6.33,5.52
1/19/2023,6.15,5.28
1/26/2023,6.13,5.17
2/2/2023,6.09,5.14
2/9/2023,6.12,5.25
2/16/2023,6.32,5.51
2/23/2023,6.50,5.76
3/2/2023,6.65,5.89
3/9/2023,6.73,5.95
3/16/2023,6.60,5.90
3/23/2023,6.42,5.68
3/30/2023,6.32,5.56
4/6/2023,6.28,5.64
4/13/2023,6.27,5.54
4/20/2023,6.39,5.76
4/27/2023,6.43,5.71
5/4/2023,6.39,5.76
5/11/2023,6.35,5.75
5/18/2023,6.39,5.75
5/25/2023,6.57,5.97
6/1/2023,6.79,6.18
6/8/2023,6.71,6.07
6/15/2023,6.69,6.10
6/22/2023,6.67,6.03
6/29/2023,6.71,6.06
7/6/2023,6.81,6.24
7/13/2023,6.96,6.30
7/20/2023,6.78,6.06
7/27/2023,6.81,6.11
8/3/2023,6.90,6.25
8/10/2023,6.96,6.34
8/17/2023,7.09,6.46
8/24/2023,7.23,6.55
8/31/2023,7.18,6.55
9/7/2023,7.12,6.52
9/14/2023,7.18,6.51
9/21/2023,7.19,6.54
9/28/2023,7.31,6.72
10/5/2023,7.49,6.78
10/12/2023,7.57,6.89
10/19/2023,7.63,6.92
10/26/2023,7.79,7.03
11/2/2023,7.76,7.03
11/9/2023,7.50,6.81
11/16/2023,7.44,6.76
11/22/2023,7.29,6.67
11/30/2023,7.22,6.56
12/7/2023,7.03,6.29
12/14/2023,6.95,6.38
12/21/2023,6.67,5.95
12/28/2023,6.61,5.93
1/4/2024,6.62,5.89
1/11/2024,6.66,5.87
1/18/2024,6.60,5.76
1/25/2024,6.69,5.96
2/1/2024,6.63,5.94
2/8/2024,6.64,5.90
2/15/2024,6.77,6.12
2/22/2024,6.90,6.29
2/29/2024,6.94,6.26
3/7/2024,6.88,6.22
3/14/2024,6.74,6.16
3/21/2024,6.87,6.21
3/28/2024,6.79,6.11
4/4/2024,6.82,6.06
4/11/2024,6.88,6.16
4/18/2024,7.10,6.39
4/25/2024,7.17,6.44
5/2/2024,7.22,6.47
5/9/2024,7.09,6.38
5/16/2024,7.02,6.28
5/23/2024,6.94,6.24
5/30/2024,7.03,6.36
6/6/2024,6.99,6.29
6/13/2024,6.95,6.17
6/20/2024,6.87,6.13
6/27/2024,6.86,6.16
7/3/2024,6.95,6.25
7/11/2024,6.89,6.17
7/18/2024,6.77,6.05
7/25/2024,6.78,6.07
8/1/2024,6.73,5.99
8/8/2024,6.47,5.63
8/15/2024,6.49,5.66
8/22/2024,6.46,5.62
8/29/2024,6.35,5.51
9/5/2024,6.35,5.47
9/12/2024,6.20,5.27
9/19/2024,6.09,5.15
9/26/2024,6.08,5.16
10/3/2024,6.12,5.25
10/10/2024,6.32,5.41
10/17/2024,6.44,5.63
10/24/2024,6.54,5.71
10/31/2024,6.72,5.99
11/7/2024,6.79,6.00
11/14/2024,6.78,5.99
11/21/2024,6.84,6.02
11/27/2024,6.81,6.10
12/5/2024,6.69,5.96
12/12/2024,6.60,5.84
12/19/2024,6.72,5.92
12/26/2024,6.85,6.00
1/2/2025,6.91,6.13
1/9/2025,6.93,6.14
1/16/2025,7.04,6.27
1/23/2025,6.96,6.16
1/30/2025,6.95,6.12
2/6/2025,6.89,6.05
2/13/2025,6.87,6.09
2/20/2025,6.85,6.04
2/27/2025,6.76,5.94
3/6/2025,6.63,5.79
3/13/2025,6.65,5.80
3/20/2025,6.67,5.83
3/27/2025,6.65,5.89
4/3/2025,6.64,5.82
4/10/2025,6.62,5.82
